street,city,zip_code,county,country,latitude,longitude,time_zone
1015 Zboncak Center,Buffalo,66438-3123,Gloucestershire,Macao,-49.735,139.678,America/Juneau
135 Emard Hill,North Kaleighshire,10773,Northamptonshire,Mayotte,-51.163,-85.457,America/Juneau
2 Doyle Expressway,Grand Rapids,85846,Surrey,Guinea,-74.749,159.728,America/La_Paz
1048 Konopelski Inlet,Franeckiview,69184,Warwickshire,Azerbaijan,-1.59,99.9,America/La_Paz
212 Bechtelar Fields,Buffalo,11586,South Yorkshire,Cocos (Keeling) Islands,7.881,44.115,America/La_Paz
1479 Frances Groves,Jaquelinview,40032-9906,Hampshire,Mauritius,62.684,116.701,America/La_Paz
1218 Dianna Inlet,Henderson,74567,Dorset,Central African Republic,75.959,-125.266,America/La_Paz
1239 Esteban Inlet,New Solonmouth,15471-9048,Cornwall,Trinidad and Tobago,-22.274,-105.145,America/La_Paz
513 Rath Walk,Tallahassee,66326,Bristol,Mozambique,15.172,-31.947,America/La_Paz
1467 Rath Walk,Tallahassee,89648-2224,Devon,Iran,54.924,-137.202,America/La_Paz
298 Durgan Parkways,West Dorris,29677,Cumbria,Saint Barthelemy,29.7,179.172,America/La_Paz
1487 Torphy Fords,Kettering,43852-3333,Staffordshire,Brazil,14.476,-151.809,America/La_Paz
1395 Fisher Light,West Simone,52367-5442,Buckinghamshire,British Indian Ocean Territory (Chagos Archipelago),58.956,44.25,America/La_Paz
1189 Stroman Turnpike,Katrinaside,77199,Durham,Switzerland,74.567,-69.962,America/La_Paz
1384 Stroman Turnpike,South Verdieton,95451,Gloucestershire,Mauritius,-2.301,-176.387,America/La_Paz
380 Viviane Junctions,Erynside,95687,North Yorkshire,Bahrain,-50.306,-62.907,America/La_Paz
101 Cronin Shoal,North Sigmund,19841-6790,Bedfordshire,Indonesia,-80.359,58.625,America/La_Paz
44 Dianna Inlet,Fort Lauderdale,16098-3439,Hertfordshire,Nigeria,-70.3,112.094,America/La_Paz
765 Wolf Glen,Murray,72253,Somerset,Brazil,-53.626,-102.459,America/La_Paz
1285 Buckridge Drives,Langborough,28694,Cumbria,Paraguay,27.276,165.619,America/La_Paz
1036 Howell Plaza,South Darienbury,48374-5868,Essex,Russian Federation,60.102,156.894,America/La_Paz
1055 Forest Path,Port Salvador,53395-2614,West Sussex,Somalia,-70.186,108.303,America/La_Paz
1081 Howell Vista,Franeckiview,52460-5224,Herefordshire,Ethiopia,-14.084,-68.386,America/La_Paz
531 Parker Ways,Durwardton,58053-3259,Essex,Central African Republic,-71.917,175.396,America/La_Paz
663 Cole Center,Metairie,23035,Bedfordshire,Dominican Republic,-33.169,-17.222,America/La_Paz
462 Eugenia Heights,West Dellside,94111-3591,Herefordshire,Tajikistan,-60.954,-144.903,America/La_Paz
1346 Fannie Loaf,Lake Cesar,11098,West Sussex,Spain,-47.258,65.138,America/La_Paz
393 Dameon Mountain,South Ahmedfort,10739,Gloucestershire,Tajikistan,-18.058,-172.275,America/La_Paz
1110 Wilma Greens,Lake Anthony,47238,Wiltshire,Guinea,-80.837,-91.805,America/La_Paz
1391 Kuphal Mountain,East Filibertofurt,62354-8096,Berkshire,French Southern Territories,-50.251,133.65,America/La_Paz
2 Jade Shore,Olympia,79199,Nottinghamshire,Faroe Islands,-33.191,9.006,America/La_Paz
117 Zboncak Center,West Brendonville,12889-2610,Rutland,Tajikistan,22.204,-169.751,America/La_Paz
1414 Harber Village,Haneborough,40275,Tyne and Wear,Croatia,44.278,-84.287,America/La_Paz
695 Tremblay Springs,Connfurt,54977,Bedfordshire,Russian Federation,87.474,30.496,America/La_Paz
233 Viviane Junctions,Fort Lauderdale,31964,Cambridgeshire,France,2.319,-160.202,America/La_Paz
48 Missouri Extension,South Ahmedfort,68338-3875,Cheshire,Switzerland,59.171,-48.762,America/La_Paz
487 Kuphal Mountain,Elisabethland,46989-1621,Northumberland,Uruguay,-31.358,-122.391,America/La_Paz
1469 Caesar Place,New Kyle,25193-8033,Buckinghamshire,United States of America,-77.66,47.808,America/La_Paz
1101 Leffler Fields,Lake Anthony,21016-5035,Leicestershire,Norfolk Island,26.425,23.957,America/La_Paz
448 Fay Corners,Port Hardymouth,75808-2824,West Sussex,Tunisia,-58.902,106.435,America/La_Paz
1328 Buckridge Drives,North Celia,96757,Derbyshire,Afghanistan,-83.205,86.89,America/La_Paz
1266 Frances Groves,West Brendonville,76656,Greater Manchester,United Kingdom,63.662,-16.088,America/La_Paz
1064 Wolf Glen,New Wallaceberg,69717-4061,Lancashire,Belize,8.81,114.608,America/La_Paz
1266 Stokes Wells,North Braulio,16673,East Sussex,Burundi,-66.578,41.457,America/La_Paz
1192 Stokes Wells,West Estaton,92061-1529,West Midlands,British Indian Ocean Territory (Chagos Archipelago),-89.894,-97.58,America/La_Paz
785 Graham Walks,Denesikburgh,93241-6819,Greater Manchester,Qatar,-36.665,19.813,America/La_Paz
1294 Genesis Plaza,South Darienbury,67945-7461,Devon,Mongolia,-73.372,-133.715,America/La_Paz
758 Doyle Expressway,Rettaland,88048,Herefordshire,Isle of Man,68.883,114.384,America/La_Paz
1131 Benny River,Farmington,75908,Wiltshire,Albania,-30.972,-84.856,America/La_Paz
708 Elian Road,West Dorris,93450-7882,Devon,Liechtenstein,-87.876,119.737,America/La_Paz
1349 Beer Plaza,Kuvalismouth,58686,East Sussex,United States of America,27.806,-155.898,America/La_Paz
858 Wilma Greens,Port Amie,65390,Leicestershire,Latvia,-74.265,-106.951,America/La_Paz
1284 Missouri Extension,Port Amie,49307-8697,Dorset,Ecuador,-84.204,158.805,America/La_Paz
380 Heathcote Cliff,North Nona,38337-8656,Dorset,Saint Barthelemy,87.164,133.978,America/La_Paz
1217 Dariana Junction,Lake Anthony,63452-6752,Hampshire,Hungary,58.121,162.513,America/La_Paz
313 Caesar Place,West Amiya,84000,Lincolnshire,Lao Peoples Democratic Republic,-84.255,155.586,America/La_Paz
52 Frances Groves,Jaquelinview,31039-3458,Tyne and Wear,Namibia,84.708,-5.639,America/La_Paz
1393 Caesar Place,Murray,84666-5858,Warwickshire,Germany,-20.603,82.47,America/La_Paz
893 Elian Road,Cruzshire,10300,Cambridgeshire,Gabon,61.53,126.539,America/La_Paz
705 Parker Ways,White Plains,80504,Herefordshire,Angola,-0.224,-87.421,America/La_Paz
1370 Graham Walks,Rettaland,66399-9503,North Yorkshire,Tajikistan,71.741,-53.258,America/La_Paz
612 Jade Shore,Kettering,94208,Hampshire,Romania,-36.697,-27.137,America/La_Paz
617 Calista Via,White Plains,60615,Norfolk,Puerto Rico,0.771,29.751,America/La_Paz
320 Eugenia Heights,South Laila,53886-2022,Cornwall,Christmas Island,12.367,173.472,America/La_Paz
1199 Cole Center,North Celia,85344,City of London,Antigua and Barbuda,56.472,121.079,America/La_Paz
1198 Hauck Stream,New Garlandfort,46429-7299,Buckinghamshire,Brazil,-26.793,-60.79,America/La_Paz
554 Genesis Plaza,North Sigmund,32808-2306,Dorset,Senegal,64.996,56.303,America/La_Paz
1413 Aracely Row,Port Asa,64552-6786,Hampshire,Montserrat,53.779,-38.327,America/La_Paz
1044 Quitzon Green,Connfurt,26911,Cambridgeshire,"Virgin Islands, U.S.",-37.981,-94.523,America/La_Paz
636 Quitzon Green,Port Ricky,48636-3042,Isle of Wight,Faroe Islands,-9.855,-30.737,America/La_Paz
1370 Harmon Lodge,Erynside,79344-1909,Herefordshire,Tajikistan,67.381,-114.112,America/La_Paz
370 Zulauf Branch,Johnnieburgh,54926-6655,Kent,Burkina Faso,-23.711,48.293,America/La_Paz
700 Dante Summit,Venamouth,57156-5681,Herefordshire,Cyprus,79.907,149.339,America/Lima
2 Esteban Inlet,Fort Lauderdale,33187-2464,Suffolk,Sri Lanka,-15.284,-112.354,America/Lima
527 Missouri Extension,East Vicentaborough,65821-8485,Worcestershire,Burundi,-26.278,31.439,America/Lima
633 Dave Stravenue,West Everardo,45533-7057,Oxfordshire,Bahrain,-0.711,129.661,America/Lima
216 Fisher Light,State College,27351,Northamptonshire,Moldova,9.42,59.928,America/Lima
1354 Zboncak Center,Aliso Viejo,91197,Derbyshire,Burundi,29.779,104.505,America/Lima
686 King Drives,Erynside,24158,Lincolnshire,Iran,-84.571,130.725,America/Lima
26 Chyna Plaza,South Verdieton,32240,Cambridgeshire,Peru,85.598,125.886,America/Lima
515 Daugherty Center,Jaquelinview,51741-4769,Tyne and Wear,Saint Kitts and Nevis,74.779,100.63,America/Lima
1400 Konopelski Inlet,Port Salvador,63482,Berkshire,Norfolk Island,23.327,-170.254,America/Lima
1231 Bechtelar Fields,New Montemouth,67330,Berkshire,Antigua and Barbuda,12.593,58.524,America/Lima
1167 Howell Plaza,Olympia,82419,Dorset,British Indian Ocean Territory (Chagos Archipelago),-36.332,13.636,America/Lima
278 Carmelo Plaza,North Sigmund,16849,Cumbria,Czech Republic,1.155,-15.894,America/Lima
1260 Antonietta Highway,West Lucy,47233,Lancashire,Cyprus,55.095,29.263,America/Lima
914 Collins Lane,Franeckiview,27840,Staffordshire,Tanzania,59.081,-53.318,America/Lima
217 Rohan Tunnel,North Sigmund,53359,Shropshire,Trinidad and Tobago,14.199,16.095,America/Lima
1423 Missouri Extension,Erynside,55764,Herefordshire,Czech Republic,29.202,106.789,America/Lima
761 Aracely Row,West Janetborough,73687,Hertfordshire,Cyprus,-72.626,-19.448,America/Lima
267 Antonietta Highway,Willbury,45860-6366,Bristol,Lao Peoples Democratic Republic,59.782,2.737,America/Lima
517 Beer Plaza,Rogers,48218-8148,West Sussex,Mayotte,-0.569,-15.623,America/Lima
391 Arturo Manors,Wehnerfort,39947,Rutland,Chile,-63.788,100.851,America/Lima
843 Goyette Circle,Johnnieburgh,12334-9480,East Sussex,Indonesia,-77.065,-152.558,America/Lima
1479 Cronin Shoal,New Solonmouth,97755-5446,Gloucestershire,New Caledonia,-13.638,-46.091,America/Lima
893 Howell Vista,Lawrence,23155-9041,Lincolnshire,Tunisia,41.754,70.401,America/Lima
416 Sammy Creek,New Solonmouth,76056-5848,Cornwall,Greece,51.393,179.056,America/Lima
5 Antonietta Highway,Lake Zackton,48149-6487,Isle of Wight,Germany,83.856,-21.489,America/Lima
1337 Bechtelar Fields,Borerville,83829-4105,Cambridgeshire,Latvia,46.76,171.235,America/Lima
1157 Laurianne Glens,Lake Zackton,31568-8034,Leicestershire,Paraguay,8.226,19.836,America/Lima
655 Doyle Expressway,West Everardo,62279,East Sussex,Burundi,-31.374,-51.375,America/Lima
359 Dorian Gateway,Kissimmee,80976-5747,Lancashire,Trinidad and Tobago,47.492,52.944,America/Lima
55 Heathcote Cliff,Borerville,53399-7955,Cumbria,Sierra Leone,-43.157,177.084,America/Lima
1099 Sammy Creek,Williemouth,32495,Norfolk,Antigua and Barbuda,-1.921,149.805,America/Lima
979 Zulauf Branch,Henderson,15986-5943,Merseyside,Switzerland,-52.095,35.658,America/Lima
502 Frances Groves,New Merle,11259,Buckinghamshire,Hungary,-24.705,-157.755,America/Lima
655 Heathcote Cliff,West Dellside,59591-8976,Durham,Azerbaijan,-40.367,145.811,America/Lima
422 Arturo Manors,Shoreline,92653,Bristol,Somalia,-73.876,-38.997,America/Lima
257 Price Spring,Katrinaside,37512,West Sussex,Senegal,18.945,123.884,America/Lima
443 Dante Summit,Glen Burnie,94321-1082,Northumberland,Colombia,2.6,145.097,America/Lima
634 Missouri Extension,Janefurt,62176-3949,Cambridgeshire,Dominican Republic,74.746,-86.642,America/Lima
75 Lockman Greens,Wehnerfort,88744,Cheshire,Saint Kitts and Nevis,-89.208,-68.43,America/Lima
497 Emerald Key,Funkville,22838,East Riding of Yorkshire,Guinea-Bissau,8.76,-136.295,America/Lima
1070 Dariana Junction,Lake Zackton,74858-8491,Lincolnshire,Tunisia,-29.268,58.832,America/Lima
792 Viviane Junctions,Rettaland,16583-8191,West Midlands,Burkina Faso,38.061,3.009,America/Lima
970 Fisher Light,New Solonmouth,86064-7353,Devon,Mozambique,-63.352,-98.278,America/Lima
610 Konopelski Inlet,North Frankie,27735,West Yorkshire,Nauru,58.477,-43.12,America/Lima
889 Dariana Junction,Lake Anthony,87929,East Sussex,Angola,69.995,128.577,America/Lima
1168 Zboncak Harbor,Rogers,22547,Derbyshire,Monaco,87.747,-30.436,America/Lima
1379 Dariana Junction,Wehnerfort,65933-8761,Bristol,Romania,66.219,-103.946,America/Lima
475 Corwin Mission,New Philip,54742-3453,South Yorkshire,Azerbaijan,-59.913,-159.597,America/Lima
489 King Springs,Shoreline,40022,South Yorkshire,Belarus,-62.883,20.021,America/Lima
724 Forest Path,Reichertland,54434,Kent,Indonesia,5.828,-19.827,America/Lima
9 Hauck Stream,Rettaland,79805,Gloucestershire,Indonesia,-32.929,104.431,America/Lima
1015 Aracely Row,West Estaton,95389-9060,Somerset,Saint Barthelemy,-2.33,-107.123,America/Lima
1396 Quitzon Green,Tryciastad,63658,Buckinghamshire,Canada,-13.27,-160.657,America/Lima
1069 Adell Mews,Lake Cesar,68346,East Sussex,Spain,-21.501,42.067,America/Lima
917 Hilma Mills,New Kyle,65485,Cambridgeshire,Belarus,28.011,-108.401,America/Lima
311 Rosendo Spring,Port Salvador,16989-3182,Kent,Chile,72.751,-69.556,America/Lima
1307 Moises Causeway,Grand Rapids,34558,Northumberland,Benin,-6.825,36.526,America/Lima
154 Stokes Wells,West Simone,29771-6883,Cornwall,Macao,3.873,111.29,America/Lima
955 Leffler Fields,Tryciastad,10255-8925,Staffordshire,Cocos (Keeling) Islands,68.069,37.624,America/Lima
1398 Viviane Junctions,New Montemouth,53799,Staffordshire,Faroe Islands,-78.498,75.119,America/Lima
1128 Dave Stravenue,Port Adalberto,30123-4993,West Yorkshire,Argentina,-57.224,36.227,America/Lima
280 Reynold Crossing,Buffalo,96264-1050,Northumberland,Somalia,-21.634,-125.727,America/Lima
358 Lockman Greens,Kissimmee,88089-2446,Warwickshire,Qatar,-49.748,-157.924,America/Lima
1038 Cronin Shoal,Katrinaside,94078-1603,Dorset,Brazil,66.185,26.892,America/Lima
1310 Emard Hill,State College,86514,North Yorkshire,Norfolk Island,30.904,-114.725,America/Lima
1460 Ruecker Fields,Haneborough,18245,Wiltshire,Chile,21.578,-95.653,America/Lima
337 Caesar Place,New Merle,93044-7836,Cornwall,British Indian Ocean Territory (Chagos Archipelago),-75.264,-174.448,America/Lima
206 Genesis Plaza,State College,39715,Kent,Romania,-58.702,112.743,America/Lima
1260 Zboncak Harbor,South Dagmarshire,56443-6360,Herefordshire,Benin,-71.093,-15.213,America/Lima
1301 Konopelski Inlet,West Lucy,30496,Lancashire,Senegal,6.37,108.726,America/Lima
469 Harmon Lodge,West Dorris,69878,Surrey,Dominican Republic,69.086,45.724,America/Lima
362 Buckridge Drives,Bahringertown,61977,Nottinghamshire,Tanzania,13.794,102.031,America/Lima
522 Gutkowski Ferry,Lake Brianne,13246-3174,East Riding of Yorkshire,Brazil,35.026,-177.592,America/Lima
112 Collins Lane,Metairie,16297,Isle of Wight,Qatar,42.987,11.596,America/Mazatlan
699 Forest Path,New Kyle,62179,South Yorkshire,Ecuador,24.878,-179.169,America/Mazatlan
561 Shakira Crossroad,Wehnerfort,89837-4686,Northamptonshire,Mayotte,55.767,131.711,America/Mazatlan
282 Sammy Creek,South Verdieton,91786-8316,Nottinghamshire,Moldova,62.305,-167.105,America/Mazatlan
315 Buckridge Drives,West Everardo,56083,Staffordshire,Congo,32.961,122.282,America/Mazatlan
838 Hilma Mills,Rogers,13069,Derbyshire,Norfolk Island,27.307,-103.133,America/Mazatlan
522 Viviane Junctions,Franeckiview,62341-9139,Suffolk,Costa Rica,-65.906,18.472,America/Mazatlan
1409 Chyna Plaza,Port Hardymouth,39953-9891,Worcestershire,Sierra Leone,50.118,4.864,America/Mazatlan
153 Ruecker Fields,South Darienbury,91853,Durham,Burkina Faso,-21.196,-36.045,America/Mazatlan
351 Kihn Expressway,Lake Brianne,60931,Leicestershire,Mauritius,85.298,142.511,America/Mazatlan
1490 Torphy Fords,North Winnifred,76874-4733,Essex,Saint Kitts and Nevis,-54.074,-83.264,America/Mazatlan
233 Quigley Parkways,West Dorris,81209-7690,Hampshire,Trinidad and Tobago,-77.646,-106.763,America/Mazatlan
1143 Dave Stravenue,Lake Brianne,10887-9138,Leicestershire,Argentina,36.109,93.98,America/Mazatlan
1380 Tremblay Springs,Bahringertown,61953-5018,Durham,Burundi,1.979,-0.622,America/Mazatlan
693 Howell Plaza,Shoreline,69130,Cheshire,Greece,-50.236,42.86,America/Mazatlan
1171 Chyna Plaza,Jaquelinview,50071-2947,City of London,Ecuador,52.045,94.1,America/Mazatlan
897 Reynold Crossing,North Nona,57499-7252,Greater Manchester,Spain,37.305,-23.941,America/Mazatlan
499 Antonietta Highway,Port Amie,42726,West Yorkshire,Afghanistan,-64.007,-48.375,America/Mazatlan
50 Caesar Place,Lawrence,13887-1264,Leicestershire,Indonesia,69.393,70.42,America/Mazatlan
301 Chyna Plaza,Aliso Viejo,36459,North Yorkshire,Romania,-36.462,156.767,America/Mazatlan
658 Reynold Crossing,Langborough,72439-3976,Kent,Puerto Rico,87.783,-125.189,America/Mazatlan
1146 Gutkowski Ferry,Connfurt,42592,Rutland,Azerbaijan,-68.729,-112.604,America/Mazatlan
1201 Graham Walks,Cruzshire,91885,West Yorkshire,Belize,86.298,-13.878,America/Mazatlan
658 Stokes Wells,Durwardton,31363,Leicestershire,Lao Peoples Democratic Republic,-42.22,-48.673,America/Mazatlan
868 Heathcote Cliff,Lake Zackton,50713-7313,South Yorkshire,Macao,59.623,-163.353,America/Mazatlan
875 Abbott Square,Lake Adell,98032-9582,Lancashire,British Indian Ocean Territory (Chagos Archipelago),88.611,71.985,America/Mazatlan
390 Torphy Fords,West Estaton,18981-7076,Greater London,Iran,8.153,82.489,America/Mazatlan
641 Jazmyn Isle,Tabithaville,69063,East Riding of Yorkshire,Burundi,-53.501,-174.475,America/Mazatlan
1263 Moises Causeway,Bernierfurt,61174-1299,Northamptonshire,Pitcairn Islands,49.056,110.769,America/Mazatlan
23 Emard Hill,New Davonteside,52084-2044,Greater Manchester,Comoros,3.151,-63.671,America/Mazatlan
1380 Chyna Plaza,Murray,43210,Derbyshire,Czech Republic,-69.155,120.479,America/Mazatlan
958 Tremblay Springs,Venamouth,15662,Merseyside,Namibia,34.466,39.16,America/Mazatlan
1456 Price Spring,Cruzshire,13206-5225,Surrey,Bahrain,-79.545,91.068,America/Mazatlan
1464 Reynold Crossing,Lake Ludie,97131-2352,Greater London,Central African Republic,85.882,55.433,America/Mazatlan
1209 Fisher Light,South Ahmedfort,27010-2786,Worcestershire,Mozambique,-45.366,146.083,America/Mazatlan
541 Hilma Mills,Metairie,13141-2515,Wiltshire,Sierra Leone,-82.848,90.393,America/Mazatlan
961 Carter Pike,South Verdieton,59660-3050,Greater London,Guinea-Bissau,-56.411,-24.091,America/Mazatlan
1226 Joshuah Fork,South Ahmedfort,67212-1615,Cornwall,Burkina Faso,19.199,-93.262,America/Mazatlan
158 Hilma Mills,Cuyahoga Falls,77523-1543,Derbyshire,Belize,1.347,142.918,America/Mazatlan
1403 Hilma Mills,Williemouth,87123-8953,Bristol,Liechtenstein,-69.868,54.782,America/Mazatlan
770 Howell Vista,Grand Rapids,37236-7009,Cumbria,Central African Republic,-32.954,49.199,America/Mazatlan
498 Missouri Extension,North Frankie,12081,East Riding of Yorkshire,Guinea,-11.919,64.811,America/Mazatlan
1236 Dianna Inlet,Venamouth,34734,Leicestershire,Mozambique,-32.28,172.079,America/Mazatlan
1351 Jazmyn Isle,New Philip,64270,Cambridgeshire,Norfolk Island,17.499,86.916,America/Mazatlan
241 Kuphal Mountain,White Plains,53955,Surrey,Peru,-0.636,72.929,America/Mazatlan
1180 Emard Hill,Rettaland,65693,Herefordshire,Mongolia,33.414,116.067,America/Mazatlan
308 Curt Locks,West Dellside,77745-9500,Buckinghamshire,Norfolk Island,38.018,131.022,America/Mazatlan
1406 Aracely Row,South Laila,77548,Wiltshire,British Indian Ocean Territory (Chagos Archipelago),-14.316,113.907,America/Mazatlan
626 Konopelski Inlet,Shoreline,81587,Cheshire,Sierra Leone,-17.734,-95.531,America/Mazatlan
1135 Durgan Parkways,New Garlandfort,80097-3655,Cornwall,Isle of Man,35.074,41.566,America/Mazatlan
633 Georgiana Throughway,West Janetborough,69756-3430,Norfolk,French Southern Territories,50.268,56.12,America/Mazatlan
668 Curt Locks,North Sigmund,43669-5921,Greater Manchester,Croatia,3.24,68.579,America/Mazatlan
862 Lehner Drive,South Dagmarshire,41507,Kent,Saint Kitts and Nevis,73.858,-35.599,America/Mazatlan
844 Esteban Inlet,East Providence,78166-1135,Essex,Belize,-48.762,-142.988,America/Mazatlan
